GHGRP ID,Landfill ID,Landfill Name,State,City,County,Ownership Type,Landfill Owner Organization(s),Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,LFG Use Details,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),End User(s),Project Developer(s),Project Owner(s),Product Supplier(s),Self-Developed,Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1007662,2133,New River Resource Authority SWMF,VA,Dublin,Pulaski,Public,"New River Resource Authority (NRRA), VA","4,230,822",2022,Yes,1.241,0.251,180197-0,Operational,Project #1,1/31/2015,Electricity,Reciprocating Engine,,(18) Detroit Diesel engines co-fired with #2 fuel oil (about 5%),2,5.4,0.99,"PJM Interconnection, LLC",INGENCO,"Archaea Energy, LLC","Perennial Energy, Inc.",No,0.1012,0.0097
1005783,1589,Newport News City Landfill No. 2,VA,Newport News,Newport News city,Public,"City of Newport News, VA","1,800,000",,Yes,0.351,,1668-0,Operational,Project #1,6/30/2013,Direct,Boiler,,0.5 mile pipeline to fuel 2 boilers: 1 at middle school and 1 at community center,,,0.34,Denbigh Community Center; Mary Passage Middle School,,,,Unknown,0.0333,0.0029
1006252,2075,Old Dominion LF,VA,Richmond,Henrico,Private,"Republic Services, Inc.","22,666,998",2022,Yes,6.493,6.316,180130-0,Operational,Project #1,1/4/2012,Electricity,Reciprocating Engine,,(4) Caterpillar low-emission G3520 engines,0.28,6.4,0.185,Old Dominion Electric Cooperative,Fortistar Methane Group,,"Caterpillar, Inc.",No,0.0142,0.0014
1004707,1592,Prince William County Sanitary Landfill,VA,Manassas,Prince William,Public,"Prince William County, VA","12,362,500",2022,Yes,5.751,2.738,1671-0,Operational,Project #1,11/1/1998,Electricity,Reciprocating Engine,,(2) Caterpillar 950-kW 3516 engines,1.51,1.9,0.79,Northern Virginia Electric Cooperative (NOVEC),NEO Corporation,Fortistar Methane Group,"Caterpillar, Inc.",No,0.0764,0.0073
1004707,1592,Prince William County Sanitary Landfill,VA,Manassas,Prince William,Public,"Prince William County, VA","12,362,500",2022,Yes,5.751,2.738,1671-1,Operational,"Project #1, Expansion #1",10/28/2013,Electricity,Reciprocating Engine,,(3) 3520 Caterpillar engines,4.38,4.8,2.23,Northern Virginia Electric Cooperative (NOVEC),Fortistar Methane Group,Fortistar Methane Group,"Caterpillar, Inc.; Perennial Energy, Inc.",No,0.2216,0.0213
1007088,1576,Shoosmith SLF,VA,Chester,Chesterfield,Private,Shoosmith Brothers,"28,835,553",2022,Yes,4.558,1.376,1653-0,Operational,Project #1,6/25/2004,Electricity,Reciprocating Engine,,48 diesel engines,5.9,16,3.161,"PJM Interconnection, LLC",INGENCO,INGENCO,,No,0.2986,0.0287
1007088,1576,Shoosmith SLF,VA,Chester,Chesterfield,Private,Shoosmith Brothers,"28,835,553",2022,Yes,4.558,1.376,201719-0,Operational,Project #2,9/30/2023,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"capacity of 10,000 scfm LFG",,,,,Morrow Energy,Morrow Energy,,No,0.0000,0.0000
1006071,1601,Springfield Road LF,VA,Glen Allen,Henrico,Public,"Henrico County, VA","5,750,000",2009,Yes,1.09,,1680-0,Operational,Project #1,9/30/2010,Electricity,Reciprocating Engine,,(12) engines enclosed in a steel building,0.84,4,0.457,"PJM Interconnection, LLC",INGENCO,"Archaea Energy, LLC",,No,0.0425,0.0041
1014304,1597,SPSA Regional LF,VA,Suffolk,Suffolk city,Public,"Southeastern Public Service Authority, VA","18,820,982",2022,Yes,1.85,1.318,167139-0,Operational,Project #3,8/1/2001,Direct,Boiler,,"Transmission by 2.3-mile pipeline (14 in. HDPE pipe) to 2 retrofitted boilers producing 25,000 lbs steam",,,0.5,Solenis,"Biogas Energy Solutions, LLC","Mas Energy, LLC",,No,0.0490,0.0043
1014304,1597,SPSA Regional LF,VA,Suffolk,Suffolk city,Public,"Southeastern Public Service Authority, VA","18,820,982",2022,Yes,1.85,1.318,201697-0,Operational,Project #4,8/31/2023,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Capacity: 3,000 scfm inlet; 1,275 MMBtu/day RNG production",,,,,Terreva Renewables,Terreva Renewables,,No,0.0000,0.0000
1007096,1594,Stafford County LF,VA,Stafford,Stafford,Public,"Rappahannock Regional Solid Waste Management Board, VA","4,594,101",2022,Yes,0.739,0.507,1673-0,Operational,Project #1,6/1/2009,Electricity,Reciprocating Engine,,(2) GE Jenbacher engines,0.43,2.14,0.233,Constellation,"Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines; Northeast Energy Systems,No,0.0218,0.0021
1006561,1596,Virginia Beach Landfill No. 2,VA,Virginia Beach,Virginia Beach city,Public,"City of Virginia Beach, VA","7,500,000",,Yes,1.2,0.6,1675-0,Operational,Project #1,11/23/2001,Electricity,Reciprocating Engine,,36 engines simultaneously burning LFG and diesel fuel,0.27,10.8,0.287,"PJM Interconnection, LLC",INGENCO,"Archaea Energy, LLC",,No,0.0137,0.0013
1004320,2042,Moretown Landfill Inc.,VT,Waterbury,Washington,Private,WM,"2,386,137",2013,Yes,0.83,,167127-0,Shutdown,Project #1,12/1/2008,Electricity,Reciprocating Engine,,"(2) CAT G3520C engines rated at 2,233 bhp (1,600 kW) each, 550 scfm LFG fuel flow each; IES LFG scrubbing system for pretreatment including a gas flow unit, a demister/moisture knock-out vessel and a coalescing filter",2.63,3.2,1.68,Green Mountain Power Corporation,PPL Corporation,Energy Power Partners,"Caterpillar, Inc.",No,0.0000,0.0000
1004320,2042,Moretown Landfill Inc.,VT,Waterbury,Washington,Private,WM,"2,386,137",2013,Yes,0.83,,167127-1,Operational,"Project #1, De-Expansion #1",1/1/2017,Electricity,Reciprocating Engine,,"(1) CAT G3520C engine rated at 2,233 bhp (1,600 kW), 550 scfm LFG fuel flow; IES LFG scrubbing system for pretreatment including a gas flow unit, a demister/moisture knock-out vessel and a coalescing filter",1.32,1.6,0.73,Green Mountain Power Corporation,,Energy Power Partners,"Caterpillar, Inc.",No,0.0668,0.0064
1005261,2041,NEWSVT Landfill,VT,Newport,Orleans,Private,"Casella Waste Systems, Inc.","10,286,300",2022,Yes,3.992,,167126-0,Operational,Project #1,6/24/2005,Electricity,Reciprocating Engine,,(3) Caterpillar G3520 engines,3.42,4.8,1.62,Washington Electric Cooperative,Washington Electric Cooperative,Washington Electric Cooperative,"Caterpillar, Inc.; Milton Cat",Yes,0.1731,0.0166
1005261,2041,NEWSVT Landfill,VT,Newport,Orleans,Private,"Casella Waste Systems, Inc.","10,286,300",2022,Yes,3.992,,167126-1,Operational,"Project #1, Expansion #1",1/5/2007,Electricity,Reciprocating Engine,,(1) Caterpillar G3520 engine,1.14,1.6,0.54,Washington Electric Cooperative,Washington Electric Cooperative,Washington Electric Cooperative,"Caterpillar, Inc.; Milton Cat",Yes,0.0577,0.0055
1005261,2041,NEWSVT Landfill,VT,Newport,Orleans,Private,"Casella Waste Systems, Inc.","10,286,300",2022,Yes,3.992,,167126-2,Operational,"Project #1, Expansion #2",7/1/2009,Electricity,Reciprocating Engine,,(1) Caterpillar G3520 engine,1.14,1.6,0.54,Washington Electric Cooperative,Washington Electric Cooperative,Washington Electric Cooperative,"Caterpillar, Inc.; Milton Cat",Yes,0.0577,0.0055
1007822,1606,Cedar Hills Regional LF,WA,Maple Valley,King,Public,"King County Solid Waste Division, WA","44,692,721",2022,Yes,10.986,1.141,1685-0,Operational,Project #1,10/1/2010,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"membrane technology cleans LFG to pipeline quality, some waste gas from the process generates 4-5 MW of electricity via (18) 300-kW Detroit Diesel engines, the electricity powers the treatment system, ~4,500 cfm of high Btu gas is created",,,10.6,Puget Sound Energy,"Bio Energy Washington, LLC (BEW)","Bio Energy Washington, LLC (BEW)","Guild Associates, Inc.",No,1.0393,0.0836
1007822,1606,Cedar Hills Regional LF,WA,Maple Valley,King,Public,"King County Solid Waste Division, WA","44,692,721",2022,Yes,10.986,1.141,1685-1,Shutdown,"Project #1, Expansion #1",1/1/2013,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,12 mmscfd LFG processed by BEW plant in 2013,,,1.63,Puget Sound Energy,"Bio Energy Washington, LLC (BEW)","Bio Energy Washington, LLC (BEW)","Guild Associates, Inc.",No,0.0000,0.0000
,1607,Centralia LF,WA,Centralia,Lewis,Public,Lewis County Public Services,"1,769,760",,Yes,0.077,0,1686-0,Operational,Project #1,1/1/2001,Direct,Leachate Evaporation,,,,,0.077,Centralia LF,,,,No,0.0076,0.0007
1004679,11040,Land Recovery Landfill,WA,Graham,Pierce,Private,"Waste Connections, Inc.","22,732,671",2022,Yes,6.396,4.33,180950-0,Operational,Project #1,1/1/2014,Electricity,Reciprocating Engine,,"Initially, (3) CAT 3520 engines",3.68,4.8,2.07,Puget Sound Energy,"Biofuels Washington, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.1862,0.0179
1003676,1625,Roosevelt Regional MSW Landfill,WA,Roosevelt,Klickitat,Private,"Republic Services, Inc.","64,964,161",2022,Yes,8.633,0.102,200994-0,Operational,Project #2,11/1/2018,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Selexol, amine and Nitech cryogenic N2 removal process to recover 99.5% of the methane in the LFG",,,8.54,BP Products North America; Port of Seattle; Puget Sound Energy,Public Utility District No. 1 of Klickitat County,Public Utility District No. 1 of Klickitat County,,No,0.8373,0.0674
1001845,1702,Cranberry Creek Landfill LLC,WI,Wisconsin Rapids,Wood,Private,WM,"8,828,413",2022,Yes,2.075,0.856,1782-0,Operational,Project #1,10/15/2005,Direct,Boiler,,"1.5-mile pipeline to steam boilers to energize a cranberry concentrator, dual-fuel boilers can burn LFG, NG, or combination",,,1.22,"Ocean Spray Cranberries, Inc.",,,"Unison Solutions, Inc.",No,0.1196,0.0106
,1709,Dane County LF #1-Verona,WI,Verona,Dane,Public,"Dane County Waste & Renewables, WI","1,050,000",,Yes,0.18,,1789-0,Shutdown,Project #1,1/1/1995,Electricity,Reciprocating Engine,,(1) Caterpillar 3412TA (350 kW) and (1) Caterpillar 3412NA (220 kW),0.65,,,Alliant Energy,"Dane County Waste & Renewables, WI",,"Caterpillar, Inc.",Yes,0.0000,0.0000
,1709,Dane County LF #1-Verona,WI,Verona,Dane,Public,"Dane County Waste & Renewables, WI","1,050,000",,Yes,0.18,,1789-1,Shutdown,"Project #1, De-Expansion #1",4/1/2005,Electricity,Reciprocating Engine,,(1) Caterpillar 3412TA (350 kW),0.35,0.35,,Alliant Energy,"Dane County Waste & Renewables, WI",,"Caterpillar, Inc.",Yes,0.0000,0.0000
,1709,Dane County LF #1-Verona,WI,Verona,Dane,Public,"Dane County Waste & Renewables, WI","1,050,000",,Yes,0.18,,1789-2,Operational,"Project #1, De-Expansion #2",1/1/2009,Electricity,Reciprocating Engine,,,0.06,,0.175,Alliant Energy,"Dane County Waste & Renewables, WI",,"Caterpillar, Inc.",Yes,0.0030,0.0003
1006096,1660,Dane County LF #2-Rodefeld,WI,Madison,Dane,Public,"Dane County Waste & Renewables, WI","6,746,724",2022,Yes,2.476,0.404,181070-0,Operational,Project #2,3/18/2011,Renewable Natural Gas,Vehicle Fuel,Local Use,"1-yr demo project, remove moisture, H2S, VOC/siloxanes, and CO2, BioCNG product is 90% methane, 20 cfm LFG produces 100 gallons of gasoline equivalent per day (GGE/day), fueling site vehicles",,,0.03,"Dane County Waste & Renewables, WI","Dane County Waste & Renewables, WI",,"ANGI Energy Systems; Tetra Tech SWE; Unison Solutions, Inc.",Yes,0.0029,0.0002
1006096,1660,Dane County LF #2-Rodefeld,WI,Madison,Dane,Public,"Dane County Waste & Renewables, WI","6,746,724",2022,Yes,2.476,0.404,181070-1,Operational,"Project #2, Expansion #1",6/1/2013,Renewable Natural Gas,Vehicle Fuel,Local Use,"Expanded project, now produce 250 GGE/day from 50 cfm LFG",,,0.04,"Dane County Waste & Renewables, WI","Dane County Waste & Renewables, WI",,Tetra Tech SWE,Yes,0.0039,0.0003
1006096,1660,Dane County LF #2-Rodefeld,WI,Madison,Dane,Public,"Dane County Waste & Renewables, WI","6,746,724",2022,Yes,2.476,0.404,200991-0,Operational,Project #3,4/23/2019,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Biological desulfurization; Inject RNG into interstate transmission pipeline, will be compressed to CNG for fuel stations across the Midwest; offloading station allows other RNG producers in the area to tap into same interconnect; Expect 3 mil GGEs/yr",,,2.16,ANR Pipeline Company; Kwik Trip,BIOFerm Energy Systems,"Dane County Waste & Renewables, WI","BIOFerm Energy Systems; Carbotech; Loci Controls, Inc.",No,0.2118,0.0170
1006096,1660,Dane County LF #2-Rodefeld,WI,Madison,Dane,Public,"Dane County Waste & Renewables, WI","6,746,724",2022,Yes,2.476,0.404,200991-1,Planned,"Project #3, Expansion #1",12/31/2023,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,,,,,,Unknown,0.0000,0.0000
1007212,1712,Emerald Park Landfill LLC,WI,Muskego,Waukesha,Private,GFL Environmental USA Inc.,"17,025,791",2022,Yes,2.835,2.082,1792-0,Operational,Project #1,12/31/2013,Electricity,Cogeneration,,"13.3-mile HDPE pipe connects to 5.7-mi existing steel pipe (total 19 mi) to take LFG to (2 or 3) 4.6-MW Solar 50 gas turbines at sewage treatment plant, rotary dryers use waste heat exhaust (32,000 cfm/turbine) at 705 deg F to heat Milorganite fertilizer",3.11,9.2,0.753,"Milwaukee Metropolitan Sewerage District, WI","Milwaukee Metropolitan Sewerage District, WI",,"Solar Turbines Incorporated; Unison Solutions, Inc.",Yes,0.1574,0.0151
1007195,1667,Glacier Ridge Landfill LLC,WI,Horicon,Dodge,Private,GFL Environmental USA Inc.,"16,465,595",2022,Yes,3.024,0.135,180388-0,Operational,Project #2,5/1/2004,Electricity,Microturbine,,"10 30-kW Capstone microturbines, each using 13 cfm of LFG",0.3,0.3,0.187,Alliant Energy,,,Capstone Turbine Corporation,No,0.0152,0.0015
1007195,1667,Glacier Ridge Landfill LLC,WI,Horicon,Dodge,Private,GFL Environmental USA Inc.,"16,465,595",2022,Yes,3.024,0.135,201443-0,Operational,Project #3,10/31/2020,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Design is for 2,800 scfm LFG",,,2.46,Guardian Pipeline,Air Liquide Biogas,Air Liquide Biogas,Air Liquide Biogas,No,0.2412,0.0194
1004328,1697,Janesville City/Rock County Landfill,WI,Janesville,Rock,Public,"City of Janesville, WI","5,611,938",2022,Yes,0.694,0.079,1777-0,Operational,Project #1,11/1/2004,Electricity,Reciprocating Engine,,"3 Waukesha 1025 kW units, 10,281 Btu/kW-e",0.9,3.15,0.615,Alliant Energy,"Ameresco, Inc.",,General Electric - Distributed Power,No,0.0455,0.0044
1003625,1674,Kestrel Hawk Landfill,WI,Racine,Racine,Private,"Republic Services, Inc.","14,586,247",2022,Yes,1.814,0.27,180278-0,Operational,Project #2,11/1/2003,Electricity,Cogeneration,,"LFG is piped 2/3 mile to 3.2 MW Caterpillar Solar Turbine (Centaur 40) with a Heat Recovery Steam Generator (HRSG) to recover waste heat, producing 19,000 lb/hr steam and yielding an overall efficiency of 70%",2.13,3.2,1.55,"S.C. Johnson & Son, Inc.; We Energies",Northern Power Systems,,Solar Turbines Incorporated,No,0.1078,0.0104
1000536,1672,La Crosse County Landfill,WI,La Crosse,La Crosse,Public,"La Crosse County Solid Waste, WI","2,179,023",2022,Yes,0.299,0.006,1752-0,Operational,Project #1,3/12/2012,Electricity,Cogeneration,,"LFG piped 1.5 miles to clinic; installed engine is GE-Jenbacher J416 (1.137 MW capacity unit); recovered heat is used to heat the 350,000 sq ft Gundersen Lutheran - Onalaska Campus",0.49,1.137,0.293,Gundersen Health System; Xcel Energy,"GL Biogas I, LLC; Gundersen Health System","GL Biogas I, LLC; Gundersen Health System",GE Energy - Jenbacher Gas Engines,Yes,0.0248,0.0024
1002038,1676,Mallard Ridge Landfill Inc.,WI,Delavan,Walworth,Private,GFL Environmental USA Inc.,"11,915,730",2022,Yes,2.911,2.911,201491-0,Operational,Project #2,3/29/2023,Renewable Natural Gas,Other,Pipeline Injection,,,,2.88,Guardian Pipeline,Air Liquide Biogas,,"Air Liquide Biogas; Waga Energy, Inc.",No,0.2824,0.0249
1007725,1681,Metro RDF,WI,Franklin,Milwaukee,Private,WM,"27,672,053",2022,Yes,4.82,1.231,167058-0,Operational,Project #2,1/1/2000,Electricity,Reciprocating Engine,,(4) 800-kW Caterpillar 3516s,2.84,3.2,1.506,We Energies,Bio Energy Partners,"WM Renewable Energy, LLC","Caterpillar, Inc.",No,0.1437,0.0138
1007725,1681,Metro RDF,WI,Franklin,Milwaukee,Private,WM,"27,672,053",2022,Yes,4.82,1.231,1761-0,Operational,Project #1,1/1/1986,Electricity,Gas Turbine,,2 Centaur units installed in 1986,2.68,6.2,2.168,We Energies,Bio Energy Partners,"WM Renewable Energy, LLC",Solar Turbines Incorporated,No,0.1356,0.0130
1007725,1681,Metro RDF,WI,Franklin,Milwaukee,Private,WM,"27,672,053",2022,Yes,4.82,1.231,1792-1,Planned,"Project #1, Expansion #1 - Combination Project",6/30/2019,Electricity,Cogeneration,,"LFG to be cleaned (H2O vapor, H2S, silicon particles) and piped to Emerald Park LF for blending with its LFG for use in 3 turbines at Jones Island sewage treatment plant; may also use in large rotary sludge dryers converted to burn LFG in addition to NG",,,,,"Milwaukee Metropolitan Sewerage District, WI",,Solar Turbines Incorporated,Unknown,0.0000,0.0000
1006876,2151,Orchard Ridge RDF,WI,Menomonee Falls,Waukesha,Private,WM,"38,349,358",2022,Yes,7.386,0.065,1765-0,Shutdown,Project #1,1/1/1987,Electricity,Gas Turbine,,3 gas turbines installed originally in 1987,5.85,9.3,5.25,We Energies,Bio Energy Partners,"WM Renewable Energy, LLC",Solar Turbines Incorporated,No,0.0000,0.0000
1006876,2151,Orchard Ridge RDF,WI,Menomonee Falls,Waukesha,Private,WM,"38,349,358",2022,Yes,7.386,0.065,1765-1,Operational,"Project #1, Expansion #1",1/1/2011,Electricity,Gas Turbine,,"1 additional gas turbine in 2010, for total of 4 gas turbines",10.13,12.4,7.33,We Energies,"WM Renewable Energy, LLC","WM Renewable Energy, LLC",Solar Turbines Incorporated,Yes,0.5126,0.0492
1007075,1687,Outagamie County LF,WI,Appleton,Outagamie,Public,"Outagamie County, WI","14,124,833",2022,Yes,3.367,3.367,201497-0,Operational,Project #3,3/1/2023,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Capacity: 3,100 scfm inlet; 2,036 MMBtu/day RNG production",,,,,Terreva Renewables,Terreva Renewables,,No,0.0000,0.0000
1007726,1689,Pheasant Run Recycling and Disposal Facility,WI,Bristol,Kenosha,Private,WM,"23,120,279",2022,Yes,2.633,0.036,1769-0,Operational,"Project #1, Expansions #1 & #2",1/1/1992,Electricity,Reciprocating Engine,,Plant #1: 3 Caterpillar 3516's online in 1992; Plant #2: 4 Caterpillar 3516's online in 2000; Plant #3: 4 Caterpillar 3516's online in 2002,4.86,8.8,2.59,We Energies,Bio Energy Partners,"WM Renewable Energy, LLC","Caterpillar, Inc.",No,0.2459,0.0236
1007834,1695,Ridgeview RDF,WI,Whitelaw,Manitowoc,Private,WM,"15,398,181",2022,Yes,2.414,0.003,1775-0,Operational,"Project #1, Expansions #1 & #2",9/15/2002,Electricity,Reciprocating Engine,,"(3) CAT 3516 engines in 2002 (1 removed in 2014); (1) CAT 3516 engine in 2004 (removed in 2014); (6) CAT 3516 engines in 2007 (1 removed in 2010, 1 removed in 2013)",4.28,4.8,2.41,Wisconsin Public Service Corporation,Bio Energy Partners,"WM Renewable Energy, LLC","Caterpillar, Inc.",No,0.2166,0.0208
,1699,Sauk County SLF,WI,Baraboo,Sauk,Public,"Sauk County, WI","741,336",2005,Yes,0.261,,1779-0,Operational,Project #1,6/1/2003,Electricity,Microturbine,,"(8) 30-kW Capstone microturbines each using 15 cfm of LFG, siloxanes are removed from LFG before use",0.24,0.24,0.173,Alliant Energy,Alliant Energy,,Capstone Turbine Corporation,Yes,0.0121,0.0012
,1699,Sauk County SLF,WI,Baraboo,Sauk,Public,"Sauk County, WI","741,336",2005,Yes,0.261,,1779-1,Operational,"Project #1, Expansion #1",1/1/2004,Electricity,Microturbine,,"(4) 30-kW Capstone microturbines each using 15 cfm of LFG, siloxanes are removed from LFG before use",0.12,0.12,0.086,Alliant Energy,Alliant Energy,,Capstone Turbine Corporation,Yes,0.0061,0.0006
